Name,Age,2024 Net Worth,Industry,Source of Wealth,Self-Made,Residence,Citizenship,Gender,Marital Status,Children
Harry Stine,82,$9.7B,Food & Beverage,Agriculture,TRUE,"Adel, Iowa",United States,M,Married,4
Marijke Mars,59,$9.6B,Food & Beverage,"Candy, pet food",FALSE,"Los Angeles, California",United States,F,Divorced,N/A
Pamela Mars,63,$9.6B,Food & Beverage,"Candy, pet food",FALSE,"Alexandria, Virginia",United States,F,Married,3
Valerie Mars,65,$9.6B,Food & Beverage,"Candy, pet food",FALSE,"New York, New York",United States,F,Married,2
Victoria Mars,67,$9.6B,Food & Beverage,"Candy, pet food",FALSE,"Philadelphia, Pennsylvania",United States,F,Married,4
Carrie Perrodo & family,73,$9.6B,Energy,Oil,FALSE,"London, United Kingdom",France,F,Widowed,3
David Reuben,85,$9.6B,Real Estate,"Investments, real estate",TRUE,"London, United Kingdom",United Kingdom,M,Married,1
Simon Reuben,82,$9.6B,Diversified,"Real estate, investments",TRUE,"Monaco, Monaco",United Kingdom,M,Married,1
Denise Coates,56,$9.5B,Gambling & Casinos,Online gambling,TRUE,"Stoke-on-Trent, United Kingdom",United Kingdom,F,Married,5
Christopher Hohn,57,$9.5B,Finance & Investments,Hedge funds,TRUE,"London, United Kingdom",United Kingdom,M,Divorced,N/A
Karel Komarek,55,$9.5B,Gambling & Casinos,"Oil and gas, IT, lotteries",TRUE,"Verbier, Switzerland",Czech Republic,M,Married,4
John Morris,76,$9.5B,Fashion & Retail,Sporting goods retail,TRUE,"Springfield, Missouri",United States,M,Married,4
Nicky Oppenheimer & family,78,$9.5B,Metals & Mining,Diamonds,FALSE,"Johannesburg, South Africa",South Africa,M,Married,1
Pankaj Patel,71,$9.5B,Healthcare,Pharmaceuticals,FALSE,"Ahmedabad, India",India,M,Married,2
Xu Hang,61,$9.5B,Healthcare,Medical devices,TRUE,"Shenzhen, China",Hong Kong,M,N/A,N/A
Laurent Dassault,70,$9.4B,Diversified,Diversified,FALSE,"Paris, France",France,M,Married,2
Thierry Dassault,67,$9.4B,Diversified,Diversified,FALSE,"Paris, France",France,M,N/A,N/A
Tilman Fertitta,66,$9.4B,Food & Beverage,"Entertainment, Houston Rockets",TRUE,"Houston, Texas",United States,M,Married,4
Marie-Hélène Habert-Dassault,59,$9.4B,Diversified,Diversified,FALSE,"Paris, France",France,F,Married,N/A
Daniel Kretinsky,48,$9.4B,Energy,"Energy, investments",TRUE,"Prague, Czech Republic",Czech Republic,M,In Relationship,1
Ludwig Merckle,59,$9.4B,Finance & Investments,Pharmaceuticals,FALSE,"Ulm, Germany",Germany,M,Married,2
Zhang Zhidong,52,$9.4B,Technology,Internet media,TRUE,"Shenzhen, China",China,M,N/A,N/A
Andrei Guryev & family,64,$9.3B,Manufacturing,Fertilizers,TRUE,"Moscow, Russia",Russia,M,Married,2
Sandra Ortega Mera,55,$9.3B,Fashion & Retail,Zara,FALSE,"La Coruna, Spain",Spain,F,Married,3
Jim Pattison,95,$9.3B,Diversified,Diversified,TRUE,"Vancouver, Canada",Canada,M,Married,3
Giancarlo Devasini,59,$9.2B,Finance & Investments,Cryptocurrency,TRUE,"Roquebrune-Cap-Martin, France",Italy,M,N/A,N/A
Sunil Mittal,66,$9.2B,Telecom,Telecom,TRUE,"Delhi, India",India,M,Married,3
Robert F. Smith,61,$9.2B,Finance & Investments,Private equity,TRUE,"Austin, Texas",United States,M,Married,7
Francine von Finck & family,79,$9.2B,Finance & Investments,Investments,FALSE,"Thurgau, Switzerland",Germany,F,Widowed,4
Tom Gores,59,$9.1B,Finance & Investments,Private equity,TRUE,"Beverly Hills, California",United States,M,Married,3
Todd Graves,52,$9.1B,Food & Beverage,Raising Cane's,TRUE,"Baton Rouge, Louisiana",United States,M,Married,2
Dmitri Bukhman,38,$9B,Media & Entertainment,Online games,TRUE,"London, United Kingdom",Israel,M,Married,3
Igor Bukhman,42,$9B,Media & Entertainment,Online games,TRUE,"London, United Kingdom",Israel,M,Married,4
Ralph Lauren,84,$9B,Fashion & Retail,Apparel,TRUE,"New York, New York",United States,M,Married,3
Ramzi Musallam,55,$9B,Finance & Investments,Private equity,TRUE,"New York, New York",United States,M,N/A,N/A
J. Christopher Reyes,70,$9B,Food & Beverage,Food distribution,TRUE,"Hobe Sound, Florida",United States,M,Married,4
Jude Reyes,68,$9B,Food & Beverage,Food distribution,TRUE,"Palm Beach, Florida",United States,M,Married,3
Jean-Michel Besnier,56,$8.9B,Food & Beverage,Cheese,FALSE,"Laval, France",France,M,N/A,N/A
Marie Besnier Beauvalot,43,$8.9B,Food & Beverage,Cheese,FALSE,"Laval, France",France,F,Married,N/A
"Ernest Garcia, II.",66,$8.9B,Automotive,Used cars,TRUE,"Tempe, Arizona",United States,M,Married,N/A
Ivan Glasenberg,67,$8.9B,Metals & Mining,Mining,TRUE,"Ruschlikon, Switzerland",Switzerland,M,Married,2
Robert Rowling,70,$8.9B,Service,"Hotels, investments",FALSE,"Dallas, Texas",United States,M,Married,2
"Jacques Saadé, Jr.",52,$8.9B,Logistics,Shipping,FALSE,"Marseille, France",France,M,N/A,2
Rodolphe Saadé,54,$8.9B,Logistics,Shipping,FALSE,"Marseille, France",France,M,N/A,N/A
Tanya Saadé Zeenny,56,$8.9B,Logistics,Shipping,FALSE,"Marseille, France",France,F,Married,1
Carlos Alberto Sicupira & family,76,$8.9B,Food & Beverage,Beer,TRUE,"St. Gallen, Switzerland",Brazil,M,Married,3
Alexander Otto,56,$8.8B,Real Estate,Real estate,FALSE,"Hamburg, Germany",Germany,M,Married,N/A
Quek Leng Chan,82,$8.8B,Diversified,"Banking, property",FALSE,"Kuala Lumpur, Malaysia",Malaysia,M,Married,3
Nassef Sawiris,63,$8.8B,Construction & Engineering,"Construction, investments",FALSE,"Cairo, Egypt",Egypt,M,Married,4
Sun Piaoyang,65,$8.8B,Healthcare,Pharmaceuticals,TRUE,"Lianyungang, China",China,M,Married,1
Wang Xing,45,$8.8B,Technology,Food delivery,TRUE,"Beijing, China",China,M,N/A,N/A
Orlando Bravo,53,$8.7B,Finance & Investments,Private equity,TRUE,"Miami Beach, Florida",United States,M,Married,4
Ken Fisher,73,$8.7B,Finance & Investments,Money management,TRUE,"Dallas, Texas",United States,M,Married,3
Ken Langone,88,$8.7B,Finance & Investments,Investments,TRUE,"Sands Point, New York",United States,M,Married,3
Piero Ferrari,78,$8.6B,Automotive,Automobiles,FALSE,"Modena, Italy",Italy,M,Divorced,1
Liu Hanyuan,60,$8.6B,Food & Beverage,Agribusiness,TRUE,"Chengdu, China",China,M,Married,N/A
Zhang Congyuan,76,$8.6B,Fashion & Retail,Shoes,TRUE,"Taoyuan, Taiwan",Taiwan,M,Married,N/A
Carl Bennet,72,$8.5B,Finance & Investments,Investments,TRUE,"Gothenberg, Sweden",Sweden,M,Married,1
Rekha Jhunjhunwala,60,$8.5B,Finance & Investments,Investments,FALSE,"Mumbai, India",India,F,Widowed,3
German Khan,62,$8.5B,Energy,"Oil, banking, telecom",TRUE,"Moscow, Russia",Russia,M,Married,4
Pang Kang,68,$8.5B,Food & Beverage,Soy sauce,TRUE,"Foshan, China",China,M,N/A,N/A
Joseph Tsai,60,$8.5B,Technology,E-commerce,TRUE,"Hong Kong, Hong Kong",Canada,M,Married,3
Eric Wittouck,77,$8.5B,Finance & Investments,Investments,FALSE,Monaco,Belgium,M,N/A,N/A
Arthur Blank,81,$8.4B,Sports,Home Depot,TRUE,"Atlanta, Georgia",United States,M,Divorced,6
Josh Harris,59,$8.4B,Finance & Investments,Private equity,TRUE,"Miami, Florida",United States,M,Married,5
Li Xiang,42,$8.4B,Automotive,Electric vehicles,TRUE,"Beijing, China",China,M,N/A,N/A
Sri Prakash Lohia,71,$8.4B,Manufacturing,Petrochemicals,FALSE,"London, United Kingdom",Indonesia,M,Married,2
Iskander Makhmudov,60,$8.3B,Metals & Mining,"Mining, metals, machinery",TRUE,"Moscow, Russia",Russia,M,Married,1
Steven Rales,73,$8.3B,Manufacturing,"Manufacturing, investments",TRUE,"Santa Barbara, California",United States,M,Married,3
David Shaw,73,$8.3B,Finance & Investments,Hedge funds,TRUE,"New York, New York",United States,M,Married,3
Ivar Tollefsen,62,$8.3B,Real Estate,Real estate,TRUE,"Oslo, Norway",Norway,M,N/A,N/A
Francis Choi,76,$8.2B,Real Estate,Real estate,TRUE,"Hong Kong, Hong Kong",Hong Kong,M,Married,3
Elisabeth DeLuca & family,76,$8.2B,Food & Beverage,Subway,FALSE,"Pompano Beach, Florida",United States,F,Widowed,1
Fredrik Lundberg,72,$8.2B,Real Estate,"Real estate, investments",FALSE,"Stockholm, Sweden",Sweden,M,Married,2
Ronda Stryker,69,$8.2B,Healthcare,Medical equipment,FALSE,"Portage, Michigan",United States,F,Married,3
Richard White,69,$8.2B,Technology,Software,TRUE,"Sydney, Australia",Australia,M,N/A,2
Alejandro Baillères Gual & family,63,$8.1B,Diversified,Diversified,FALSE,"Mexico City, Mexico",Mexico,M,N/A,N/A
"Paul Tudor Jones, II.",69,$8.1B,Finance & Investments,Hedge funds,TRUE,"Palm Beach, Florida",United States,M,Married,4
Richard Kinder,79,$8.1B,Energy,Pipelines,TRUE,"Houston, Texas",United States,M,Married,1
Michael Otto,80,$8.1B,Fashion & Retail,"Retail, real estate",FALSE,"Hamburg, Germany",Germany,M,Married,2
Leonard Stern,86,$8.1B,Real Estate,Real estate,FALSE,"New York, New York",United States,M,Married,3
Micky Arison,74,$8B,Service,Carnival Cruises,FALSE,"Bal Harbour, Florida",United States,M,Married,2
Alain Bouchard,75,$8B,Fashion & Retail,Convinience stores,TRUE,"Montreal, Canada",Canada,M,Married,4
Chen Bang,58,$8B,Healthcare,Hospitals,TRUE,"Changsha, China",China,M,Married,N/A
Rocco Commisso,74,$8B,Telecom,Telecom,TRUE,"Saddle River, New Jersey",United States,M,Married,2
David Geffen,81,$8B,Media & Entertainment,"Movies, record labels",TRUE,"Beverly Hills, California",United States,M,Single,N/A
Jimmy Haslam,70,$8B,Fashion & Retail,"Gas stations, retail",FALSE,"Knoxville, Tennessee",United States,M,Married,3
Zheng Shuliang & family,78,$8B,Metals & Mining,Aluminum products,FALSE,"Binzhou, China",China,F,Widowed,3
Michael Herz,80,$7.9B,Fashion & Retail,Coffee,FALSE,"Hamburg, Germany",Germany,M,Married,N/A
Wolfgang Herz,73,$7.9B,Fashion & Retail,Coffee,FALSE,"Hamburg, Germany",Germany,M,N/A,N/A
Xu Shihui,66,$7.9B,Food & Beverage,"Snacks, beverages",TRUE,"Quanzhou, China",China,M,Married,2
Tamara Gustavson,62,$7.8B,Service,Self storage,FALSE,"Lexington, Kentucky",United States,F,Married,2
Guillaume Pousaz,42,$7.8B,Finance & Investments,Fintech,TRUE,"London, United Kingdom",Switzerland,M,Married,3
John Brown,89,$7.7B,Healthcare,Medical equipment,TRUE,"Atlanta, Georgia",United States,M,Married,2
Hasmukh Chudgar & family,90,$7.7B,Healthcare,Pharmaceuticals,TRUE,"Ahmedabad, India",India,M,Married,3
Jaime Gilinski Bacal,66,$7.7B,Finance & Investments,Banking,FALSE,"London, United Kingdom",Colombia,M,Married,4
Bruce Kovner,79,$7.7B,Finance & Investments,Hedge funds,TRUE,"New York, New York",United States,M,Married,3
Law Kar Po,75,$7.7B,Real Estate,Real estate,FALSE,"Hong Kong, Hong Kong",Hong Kong,M,Married,3
Igor Olenicoff,81,$7.7B,Real Estate,Real estate,TRUE,"Lighthouse Point, Florida",United States,M,Married,2
Pavel Tykac,59,$7.7B,Metals & Mining,Coal mines,TRUE,"Prague, Czech Republic",Czech Republic,M,Married,4
Anthony von Mandl,74,$7.7B,Food & Beverage,Alcoholic beverages,TRUE,"Vancouver, Canada",Canada,M,N/A,N/A
Randa Duncan Williams,62,$7.7B,Energy,Pipelines,FALSE,"Houston, Texas",United States,F,Married,1
Zhong Huijuan,63,$7.7B,Healthcare,Pharmaceuticals,TRUE,"Shanghai, China",China,F,Married,1
Dannine Avara,60,$7.6B,Energy,Pipelines,FALSE,"Houston, Texas",United States,F,Married,N/A
Charles Butt,86,$7.6B,Fashion & Retail,Supermarkets,FALSE,"San Antonio, Texas",United States,M,Single,N/A
Scott Duncan,41,$7.6B,Energy,Pipelines,FALSE,"Houston, Texas",United States,M,Single,N/A
Milane Frantz,54,$7.6B,Energy,Pipelines,FALSE,"Houston, Texas",United States,F,Married,N/A
Thomas Hagen,88,$7.6B,Finance & Investments,Insurance,FALSE,"Erie, Pennsylvania",United States,M,Widowed,2
Massimiliana Landini Aleotti & family,81,$7.6B,Healthcare,Pharmaceuticals,FALSE,"Fiesole, Italy",Italy,F,Widowed,2
Fernando Roberto Moreira Salles,77,$7.6B,Diversified,"Banking, minerals",FALSE,"Sao Paulo, Brazil",Brazil,M,Married,2
David Steward,72,$7.6B,Technology,IT provider,TRUE,"St. Louis, Missouri",United States,M,Married,N/A
Wang Liping & family,58,$7.6B,Manufacturing,Hydraulic machinery,TRUE,"Changzhou, China",China,M,Married,N/A
M.A. Yusuff Ali,68,$7.6B,Fashion & Retail,Retail,TRUE,"Abu Dhabi, United Arab Emirates",India,M,Married,3
Anthony Bamford & family,78,$7.5B,Construction & Engineering,Construction equipment,FALSE,"Gloucestershire, United Kingdom",United Kingdom,M,Married,3
Terry Gou,73,$7.5B,Technology,Electronics,TRUE,"Taipei, Taiwan",Taiwan,M,"Widowed, Remarried",5
Jeff Greene,69,$7.5B,Real Estate,"Real estate, investments",TRUE,"Palm Beach, Florida",United States,M,Married,3
Peter Thiel,56,$7.5B,Finance & Investments,"Facebook, investments",TRUE,"Los Angeles, California",United States,M,Married,1
Tatyana Bakalchuk,48,$7.4B,Fashion & Retail,Ecommerce,TRUE,"Moscow region, Russia",Russia,F,Married,7
Juergen Blickle,77,$7.4B,Manufacturing,Auto parts,FALSE,"Bruchsal, Germany",Germany,M,Married,N/A
Judy Faulkner,80,$7.4B,Technology,Healthcare software,TRUE,"Madison, Wisconsin",United States,F,Married,3
Jonathan Gray,54,$7.4B,Finance & Investments,Investments,TRUE,"New York, New York",United States,M,Married,N/A
Don Hankey,80,$7.4B,Finance & Investments,Auto loans,TRUE,"Malibu, California",United States,M,Married,4
Niels Peter Louis-Hansen,76,$7.4B,Healthcare,Medical devices,FALSE,"Humlebaek, Denmark",Denmark,M,Married,1
Pauline MacMillan Keinath,90,$7.3B,Food & Beverage,Cargill,FALSE,"St. Louis, Missouri",United States,F,Married,4
John Overdeck,54,$7.3B,Finance & Investments,Hedge funds,TRUE,"Millburn, New Jersey",United States,M,Married,3
Frederik Paulsen,73,$7.3B,Healthcare,Health care,FALSE,"Lausanne, Switzerland",Sweden,M,Divorced,3
Jean Salata,58,$7.3B,Finance & Investments,Finance,TRUE,"Hong Kong, Hong Kong",Chile,M,Married,4
Luis Carlos Sarmiento,91,$7.3B,Finance & Investments,Banking,TRUE,"Bogota, Colombia",Colombia,M,Married,5
Reinhold Schmieding,69,$7.3B,Healthcare,Medical devices,TRUE,"Naples, Florida",United States,M,Married,2
Seo Jung-jin,66,$7.3B,Healthcare,Biotech,TRUE,"Seoul, South Korea",South Korea,M,Married,4
David Siegel,62,$7.3B,Finance & Investments,Hedge funds,TRUE,"Scarsdale, New York",United States,M,Married,N/A
Charles Simonyi,75,$7.3B,Technology,Microsoft,TRUE,"Medina, Washington",United States,M,Married,2
Stephen Bisciotti,63,$7.2B,Sports,"Staffing, Baltimore Ravens",TRUE,"Hobe Sound, Florida",United States,M,Married,2
John Collison,33,$7.2B,Technology,Payment software,TRUE,"San Francisco, California",Ireland,M,Single,N/A
Patrick Collison,35,$7.2B,Technology,Payment software,TRUE,"San Francisco, California",Ireland,M,Married,N/A
Andreas Halvorsen,62,$7.2B,Finance & Investments,Hedge funds,TRUE,"Darien, Connecticut",Norway,M,Married,3
Ray Lee Hunt,81,$7.2B,Energy,"Oil, real estate",FALSE,"Dallas, Texas",United States,M,Married,5
Nathan Kirsh,92,$7.2B,Fashion & Retail,"Retail, real estate",TRUE,"Ezulwini, Eswatini (Swaziland)",Eswatini (Swaziland),M,Married,3
Douglas Leone,66,$7.2B,Finance & Investments,Venture capital,TRUE,"Atherton, California",United States,M,Married,4
Philip Ng,65,$7.2B,Real Estate,Real Estate,FALSE,"Singapore, Singapore",Singapore,M,N/A,N/A
Finn Rausing,69,$7.2B,Food & Beverage,Packaging,FALSE,"London, United Kingdom",Sweden,M,N/A,N/A
Jorn Rausing,64,$7.2B,Food & Beverage,Packaging,FALSE,"Surrey, United Kingdom",Sweden,M,N/A,N/A
Kirsten Rausing,71,$7.2B,Food & Beverage,Packaging,FALSE,"Newmarket, United Kingdom",Sweden,F,N/A,N/A
"Robert Rich, Jr.",83,$7.2B,Food & Beverage,Frozen foods,FALSE,"Islamorada, Florida",United States,M,Married,4
Johann Graf,77,$7.1B,Gambling & Casinos,Gambling,TRUE,"Vienna, Austria",Austria,M,Divorced,3
Pedro Moreira Salles,64,$7.1B,Diversified,"Banking, minerals",FALSE,"Sao Paulo, Brazil",Brazil,M,Married,2
Robert Ng,72,$7.1B,Real Estate,Real estate,FALSE,"Singapore, Singapore",Singapore,M,Married,N/A
"Edward Roski, Jr.",85,$7.1B,Real Estate,Real estate,FALSE,"Los Angeles, California",United States,M,Widowed,3
Nadia Thiele,48,$7.1B,Finance & Investments,Investments,FALSE,"Munich, Germany",Germany,F,Widowed,1
Wang Yusuo & family,60,$7.1B,Energy,Natural gas distribution,TRUE,"Langfang, China",China,M,Married,N/A
Edythe Broad & family,88,$7B,Diversified,"Homebuilding, insurance",FALSE,"Los Angeles, California",United States,F,Widowed,2
Gopikishan Damani,66,$7B,Fashion & Retail,"Retail, investments",TRUE,"Mumbai, India",India,M,Married,2
Arthur Dantchik,66,$7B,Finance & Investments,"Trading, investments",TRUE,"Gladwyne, Pennsylvania",United States,M,Single,N/A
Thomas Schmidheiny,78,$7B,Construction & Engineering,Cement,FALSE,"Jona, Switzerland",Switzerland,M,Married,4
Sergio Stevanato & family,81,$7B,Healthcare,Medical packaging,TRUE,"Venice, Italy",Italy,M,Married,2
Viktor Vekselberg,66,$7B,Diversified,"Metals, investments",TRUE,"Moscow, Russia",Russia,M,Married,2
Dennis Washington,89,$7B,Logistics,"Construction, mining",TRUE,"Missoula, Montana",United States,M,Married,2
John Grayken,67,$6.9B,Finance & Investments,Private equity,TRUE,"London, United Kingdom",Ireland,M,Married,4
Viktor Kharitonin,51,$6.9B,Healthcare,Pharmaceuticals,TRUE,"Moscow, Russia",Russia,M,Married,2
Tobi Lutke,43,$6.9B,Technology,E-commerce,TRUE,"Toronto, Canada",Canada,M,Married,3
Stefano Pessina,82,$6.9B,Fashion & Retail,Drugstores,FALSE,"Monte Carlo, Monaco",Monaco,M,Married,2
Michal Solowow,61,$6.9B,Finance & Investments,Investments,TRUE,"Kielce, Poland",Poland,M,Married,1
Benu Gopal Bangur,92,$6.8B,Manufacturing,Cement,FALSE,"Kolkata, India",India,M,Widowed,2
Bert Beveridge,62,$6.8B,Food & Beverage,Vodka,TRUE,"Austin, Texas",United States,M,Married,3
Lin Muqin & family,60,$6.8B,Food & Beverage,Beverages,TRUE,"Shenzhen, China",China,M,Married,1
Terrence Pegula,73,$6.8B,Energy,Natural gas,TRUE,"Boca Raton, Florida",United States,M,Married,5
Wang Laisheng,59,$6.8B,Technology,Electronics components,TRUE,"Shenzhen, China",Hong Kong,M,N/A,1
Chip Wilson,67,$6.8B,Fashion & Retail,Lululemon,TRUE,"Vancouver, Canada",Canada,M,Married,5
Mike Adenuga,70,$6.7B,Diversified,"Telecom, oil",TRUE,"Lagos, Nigeria",Nigeria,M,Married,7
Vinod Khosla,69,$6.7B,Technology,"Sun Microsystems, venture capital",TRUE,"Portola Valley, California",United States,M,Married,4
Vikram Lal & family,82,$6.7B,Automotive,Motorcycles,FALSE,"Delhi, India",India,M,Married,3
Thomas Pritzker,73,$6.7B,Finance & Investments,"Hotels, investments",FALSE,"Chicago, Illinois",United States,M,Married,3
Andrei Skoch & family,58,$6.7B,Metals & Mining,Metals and mining,TRUE,"Moscow, Russia",Russia,M,Single,10
Lynsi Snyder,41,$6.7B,Food & Beverage,In-N-Out Burger,FALSE,"Glendora, California",United States,F,Married,N/A
George Soros,93,$6.7B,Finance & Investments,Hedge funds,TRUE,"Katonah, New York",United States,M,Married,5
Radovan Vitek,52,$6.7B,Real Estate,Real estate,TRUE,"Crans Montana, Switzerland",Czech Republic,M,Married,4
Jason Chang,79,$6.6B,Technology,Electronics,TRUE,"Taipei, Taiwan",Singapore,M,Married,3
Chen Jianhua,53,$6.6B,Manufacturing,Chemicals,TRUE,"Suzhou, China",China,M,Married,1
Andre Esteves,55,$6.6B,Finance & Investments,Banking,TRUE,"Sao paulo, Brazil",Brazil,M,Married,3
Alexei Kuzmichev,61,$6.6B,Energy,"Oil, banking, telecom",TRUE,"Paris, France",Russia,M,Married,3
Alain Merieux & family,86,$6.6B,Healthcare,Pharmaceuticals,FALSE,"Lyon, France",France,M,Married,3
Kerry Stokes,83,$6.6B,Diversified,"Construction equipment, media",TRUE,"Perth, Australia",Australia,M,Married,4
Wang Laichun,56,$6.6B,Technology,Electronics components,TRUE,"Shenzhen, China",Hong Kong,F,Married,N/A
Sofie Kirk Kristiansen,48,$6.5B,Manufacturing,Lego,FALSE,"Billund, Denmark",Denmark,F,N/A,N/A
Thomas Kirk Kristiansen,45,$6.5B,Manufacturing,Lego,FALSE,"Billund, Denmark",Denmark,M,N/A,N/A
Frank Lowy,93,$6.5B,Finance & Investments,Investments,TRUE,"Tel Aviv, Israel",Australia,M,Widowed,3
Joe Mansueto,67,$6.5B,Finance & Investments,Investment research,TRUE,"Chicago, Illinois",United States,M,Married,3
Michael Milken,77,$6.5B,Finance & Investments,Investments,TRUE,"Los Angeles, California",United States,M,Married,3
Marc Rowan,61,$6.5B,Finance & Investments,Private equity,TRUE,"New York, New York",United States,M,Married,N/A
Mark Stevens,64,$6.5B,Finance & Investments,Venture capital,TRUE,"Steamboat Springs, Colorado",United States,M,Married,3
